0.0000000000000000e+00	0.0000000000000000e+00	4.8197001071482647e-09
2.0000000000000001e-01	0.0000000000000000e+00	4.7994370418192714e-09
4.0000000000000002e-01	0.0000000000000000e+00	5.9929392199893058e-09
6.0000000000000009e-01	0.0000000000000000e+00	7.8274086738286580e-09
8.0000000000000004e-01	0.0000000000000000e+00	5.1316388590521054e-09
1.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
0.0000000000000000e+00	2.0000000000000001e-01	4.8399631724772580e-09
2.0000000000000001e-01	2.0000000000000001e-01	-2.0940931493527482e-08
4.0000000000000002e-01	2.0000000000000001e-01	-3.8890191801016867e-08
6.0000000000000009e-01	2.0000000000000001e-01	-4.1344138537956343e-08
8.0000000000000004e-01	2.0000000000000001e-01	-1.9478279339676435e-08
1.0000000000000000e+00	2.0000000000000001e-01	5.1811344014007394e-09
0.0000000000000000e+00	4.0000000000000002e-01	6.0382661626652606e-09
2.0000000000000001e-01	4.0000000000000002e-01	-3.4948816410224077e-08
4.0000000000000002e-01	4.0000000000000002e-01	-7.1279947374753958e-08
6.0000000000000009e-01	4.0000000000000002e-01	-6.6333272491069333e-08
8.0000000000000004e-01	4.0000000000000002e-01	-3.6122809081784056e-08
1.0000000000000000e+00	4.0000000000000002e-01	7.8572186700671170e-09
0.0000000000000000e+00	6.0000000000000009e-01	7.8572736784763287e-09
2.0000000000000001e-01	6.0000000000000009e-01	-3.6123267246975935e-08
4.0000000000000002e-01	6.0000000000000009e-01	-6.6333610959959663e-08
6.0000000000000009e-01	6.0000000000000009e-01	-7.1279741549193532e-08
8.0000000000000004e-01	6.0000000000000009e-01	-3.4948484492796541e-08
1.0000000000000000e+00	6.0000000000000009e-01	6.0382389445583180e-09
0.0000000000000000e+00	8.0000000000000004e-01	5.1811783936903780e-09
2.0000000000000001e-01	8.0000000000000004e-01	-1.9478597808134196e-08
4.0000000000000002e-01	8.0000000000000004e-01	-4.1344515321668932e-08
6.0000000000000009e-01	8.0000000000000004e-01	-3.8890179344906536e-08
8.0000000000000004e-01	8.0000000000000004e-01	-2.0940734394280142e-08
1.0000000000000000e+00	8.0000000000000004e-01	4.8399494241874454e-09
0.0000000000000000e+00	1.0000000000000000e+00	0.0000000000000000e+00
2.0000000000000001e-01	1.0000000000000000e+00	5.1316800340892907e-09
4.0000000000000002e-01	1.0000000000000000e+00	7.8274515855791776e-09
6.0000000000000009e-01	1.0000000000000000e+00	5.9929390137019795e-09
8.0000000000000004e-01	1.0000000000000000e+00	4.7993944495594482e-09
1.0000000000000000e+00	1.0000000000000000e+00	4.8196719368734468e-09
