0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
2.0000000000000001e-01	0.0000000000000000e+00	0.0000000000000000e+00
4.0000000000000002e-01	0.0000000000000000e+00	0.0000000000000000e+00
6.0000000000000009e-01	0.0000000000000000e+00	0.0000000000000000e+00
8.0000000000000004e-01	0.0000000000000000e+00	0.0000000000000000e+00
1.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
0.0000000000000000e+00	2.0000000000000001e-01	0.0000000000000000e+00
2.0000000000000001e-01	2.0000000000000001e-01	6.4596900594670636e-10
4.0000000000000002e-01	2.0000000000000001e-01	1.0226097337482092e-09
6.0000000000000009e-01	2.0000000000000001e-01	1.0910167247345499e-09
8.0000000000000004e-01	2.0000000000000001e-01	6.0988976415919297e-10
1.0000000000000000e+00	2.0000000000000001e-01	0.0000000000000000e+00
0.0000000000000000e+00	4.0000000000000002e-01	0.0000000000000000e+00
2.0000000000000001e-01	4.0000000000000002e-01	1.0064889928471852e-09
4.0000000000000002e-01	4.0000000000000002e-01	1.8045384961077016e-09
6.0000000000000009e-01	4.0000000000000002e-01	1.6770909304432036e-09
8.0000000000000004e-01	4.0000000000000002e-01	1.0672993940153874e-09
1.0000000000000000e+00	4.0000000000000002e-01	0.0000000000000000e+00
0.0000000000000000e+00	6.0000000000000009e-01	0.0000000000000000e+00
2.0000000000000001e-01	6.0000000000000009e-01	1.0673071803987039e-09
4.0000000000000002e-01	6.0000000000000009e-01	1.6770959053224077e-09
6.0000000000000009e-01	6.0000000000000009e-01	1.8045353379358022e-09
8.0000000000000004e-01	6.0000000000000009e-01	1.0064837618261760e-09
1.0000000000000000e+00	6.0000000000000009e-01	0.0000000000000000e+00
0.0000000000000000e+00	8.0000000000000004e-01	0.0000000000000000e+00
2.0000000000000001e-01	8.0000000000000004e-01	6.0989464116753063e-10
4.0000000000000002e-01	8.0000000000000004e-01	1.0910220592701762e-09
6.0000000000000009e-01	8.0000000000000004e-01	1.0226093804163611e-09
8.0000000000000004e-01	8.0000000000000004e-01	6.4596589922808118e-10
1.0000000000000000e+00	8.0000000000000004e-01	0.0000000000000000e+00
0.0000000000000000e+00	1.0000000000000000e+00	0.0000000000000000e+00
2.0000000000000001e-01	1.0000000000000000e+00	0.0000000000000000e+00
4.0000000000000002e-01	1.0000000000000000e+00	0.0000000000000000e+00
6.0000000000000009e-01	1.0000000000000000e+00	0.0000000000000000e+00
8.0000000000000004e-01	1.0000000000000000e+00	0.0000000000000000e+00
1.0000000000000000e+00	1.0000000000000000e+00	0.0000000000000000e+00
